編號,法條,TextID,Sentence,犯罪後之態度,犯罪之手段與所生損害,被害人的態度,被告之品行,其他審酌事項,有利,中性,不利
6395,第227條第3項,aef10d38ec,惟念及被告於犯後坦承犯行，態度尚可，,1,0,0,0,0,1,0,0
6396,第227條第3項,aef10d38ec,"爰審酌被告明知告訴人A 女係14歲以上未滿16歲之身心尚未
    成熟之少女，缺乏完整之性自主決定能力，竟不知自我克制
    ，仍對甲女為性交行為，對甲女身心健全發展造成負面影響
    ，所為實屬不該，",0,1,0,0,0,0,0,1
6397,第227條第3項,aef10d38ec,"未違反甲女意願而發生
    性行為，犯罪情節尚非嚴重，",0,1,0,0,0,1,0,0
6398,第227條第3項,aef10d38ec,"復考
    量被告與甲女於行為時為朋友關係",0,0,0,0,1,0,1,0
6399,第227條第3項,aef10d38ec," 且未曾因故意犯罪而受有期徒刑以上之宣告，有臺灣高等法
    院被告前案紀錄表1 份存卷可查，素行尚可",0,0,0,1,0,1,0,0
6400,第227條第3項,aef10d38ec,"又被告已與告
    訴人A 女、A 女之母之母達成和解且已履行完畢，業據A 女
    之母陳報在卷（見本院審侵訴字卷第47頁至第48頁）",0,0,1,0,0,1,0,0
6401,第227條第3項,b1600e7e59,"並考量被告於本院審理時自陳
      以協助家中務農為業、經濟狀況欠佳、為低收入戶之生活
      狀況、大學肄業之智識程度（見本院卷第212 頁）",0,0,0,0,1,0,1,0
6402,第227條第3項,b1600e7e59,"前
      未曾有任何犯罪科刑紀錄之素行狀況（見卷附臺灣高等法
      院被告前案紀錄表）；",0,0,0,0,1,0,1,0
6403,第227條第3項,b1600e7e59,"被告尚未與告訴人2 人達成和解或
      賠償渠等損害之犯罪後態度等一切情狀",1,0,0,0,0,0,0,1
6404,第227條第3項,b1600e7e59,"爰以被告之責任為基礎，審酌被告明知甲女係未滿16歲之
      少女，關於性自主權之觀念未臻成熟，仍有特別加以保護
      之必要，竟與之為性交行為，所為已嚴重影響甲女對於性
      的認知與身心之健全發展",0,1,0,0,0,0,0,1
6405,第227條第3項,b1600e7e59,"被告尚未與告訴人2 人達成和解或
      賠償渠等損害之犯罪後態度等一切情狀",0,0,1,0,0,0,0,1
6406,第227條第3項,b1982668b6,"兼衡被告自述高中畢業之
    智識程度，現在家中幫忙魚塭工作，月薪約新臺幣（下同）
    4萬元至5萬元，未婚、無子女，現與父母、姐姐同住，父母
    均在工作，無須扶養之人，經濟狀況勉持（參本院侵訴字卷
    第52頁）等一切情況，量處主文所示之刑。",0,0,0,0,1,0,1,0
6407,第227條第3項,b1982668b6,被告犯後坦承犯行；,1,0,0,0,0,1,0,0
6408,第227條第3項,b1982668b6,"然未顧及被害人A女為14歲以上
    未滿16歲之女子，為心智未臻成熟之人，僅為求性慾滿足，
    即率與被害人A女為性交行為，影響被害人A女身心健全，所
    為自應予非難",0,1,0,0,0,0,0,1
6409,第227條第3項,b1982668b6,"考量被告與被害人 A女當時為交往中之男
    女朋友關係；",0,0,0,0,1,1,0,0
6410,第227條第3項,b1982668b6,"與被害人 A女之法定
    代理人達成和解，且獲得諒解；",0,0,1,0,0,1,0,0
6411,第227條第3項,b1a939259c,被告行為時年紀亦尚輕,0,0,0,0,1,1,0,0
6412,第227條第3項,b1a939259c,"兼衡其智識程度、本案犯行之動機、目的、
    手段及所生危害等一切情狀，量處主文所示之刑。",0,0,0,0,1,0,1,0
6413,第227條第3項,b1a939259c,"且犯後坦承犯
    行，態度尚可，",1,0,0,0,0,1,0,0
6414,第227條第3項,b1a939259c,"爰審酌被告明知A 女為14歲以上未滿16歲之少女，心
    智發育尚未健全，對於性行為缺乏完全自主判斷能力，竟未
    克制情慾，與之為性交行為，法紀觀念淡薄，已影響A 女之
    身心正常發展",0,1,0,0,0,0,0,1
6415,第227條第3項,b1a939259c,"惟念及被告行為時與A 女為男女朋友關係，
    雙方互具感情基礎",0,0,0,0,1,1,0,0
6416,第227條第3項,b257981373,復考量被告行為時年紀尚輕,0,0,0,0,1,1,0,0
6417,第227條第3項,b257981373,"大學畢業之智識程度、現職為業務，月薪新臺幣（下
    同）2 萬元，未婚無子女，家中尚有父母、妹妹，父母由被
    告扶養之生活狀況等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
6418,第227條第3項,b257981373,犯後坦承犯行，,1,0,0,0,0,1,0,0
6419,第227條第3項,b257981373,"因身體、心智發育尚未成熟，無成熟之性自主及判斷能力，
    為保護青少年之健全成長，縱經其同意，仍不得與之發生性
    交行為，被告知悉甲○為14歲以上未滿16歲之女子，屬身心
    未臻成熟之少女，仍未能控制性慾，即貿然與其發生性交行
    為，影響甲○身心發展，所為實在不該",0,1,0,0,0,0,0,1
6420,第227條第3項,b257981373,"係在不違反甲    ○意願之情形下與甲○發生性行為，犯罪過程、手段尚屬平
    和，非以何等暴力方式為之，",0,1,0,0,0,1,0,0
6421,第227條第3項,b257981373,"亦無前科，有
    臺灣高等法院被告前案紀錄表在卷可按，素行尚可",0,0,0,1,0,1,0,0
6422,第227條第3項,b257981373,"衡以被告雖有調解
    意願，然因甲○之父母於本院準備程序中表示希望照法律流
    程下去、不提出損害賠償請求、不希望民事調解等情，而未
    進行民事和解；",0,0,1,0,0,0,1,0
6423,第227條第3項,b35ce79a12,"兼衡其犯罪
    之動機、目的、手段，暨其當時國中畢業之教育程度（見偵
    卷第6 頁被告個人戶籍資料查詢結果），業工且家境勉持之
    生活狀況（見偵卷第4 頁被告警詢筆錄受詢問人欄）等一切
    情狀，量處如主文所示之刑，以示懲儆",0,0,0,0,1,0,1,0
6424,第227條第3項,b35ce79a12,"惟念被告犯後已坦承
    犯行，",1,0,0,0,0,1,0,0
6425,第227條第3項,b35ce79a12,堪認其犯後態度良好,1,0,0,0,0,1,0,0
6426,第227條第3項,b35ce79a12,"14歲以上未滿16歲之女子，對於男女感情、性行為之
    認識程度及自主能力尚未臻至成熟，思慮亦未及成年人周詳
    ，竟僅因一時無法克制己身情慾，罔顧被害人A 女年幼懵懂
    而與被害人A 女為性交行為，對於被害人A 女身心健全及人
    格發展均生不良影響，行為應予非難；",0,1,0,0,0,0,0,1
6427,第227條第3項,b35ce79a12,"爰審酌被告前無任何犯罪科刑處罰紀錄，有臺灣高等法院被
    告前案紀錄表在卷可憑，素行良好",0,0,0,1,0,1,0,0
6428,第227條第3項,b35ce79a12,"且被害人A 女及A 女之父均請求給予被告機會而不欲
    追究（見偵卷第17頁）",0,0,1,0,0,1,0,0
6429,第227條第3項,b382ef8d43,"以
    及依被告於審理時自陳：國中畢業之智識程度，未婚，無子
    女，從事鋁門窗業，月薪約新臺幣3 萬元之家庭生活概況等
    一切情狀，量處如主文所示之刑，以資懲儆。",0,0,0,0,1,0,1,0
6430,第227條第3項,b382ef8d43,"兼衡被告犯罪後供詞避重就輕，且為圖飾
    卸妨害性自主罪責，反暗指A 女設詞搆陷，對A 女人格不啻
    再度傷害，迄今亦未賠償A 女所受損害，態度難認良好",1,0,0,0,0,0,0,1
6431,第227條第3項,b382ef8d43,"   竟藉由A 女邀約陪伴之機會，趁虛而入，對A 女為本件性交
    行為，以滿足個人性慾，雖非採取強暴、脅迫、恐嚇或其他
    違反A 女性自主意願之手段，然對A 女之身心健全、人格發
    展仍足生不良影響，亦可能損及A 女日後對兩性關係之認知
    ，行為實有不該；",0,1,0,0,0,0,0,1
6432,第227條第3項,b5dc75d0a0,且被告亦正值年輕血氣方剛之年紀,0,0,0,0,1,1,0,0
6433,第227條第3項,b5dc75d0a0,"復考量本案係因甲女嗣後與被告感
    情生變，執意求去始而興訟提告，此據告訴人甲女警詢自承
    在卷，堪認本件訟案祇是告訴人反制工具，則被告之行為即
    尚難認具重大可罰性；",0,0,0,0,1,1,0,0
6434,第227條第3項,b5dc75d0a0,"末兼衡被告高中肄業之教育程度、家
    境勉持之經濟狀況等一切具體情狀，爰量處如主文所示法定
    最低之刑略示警惕。",0,0,0,0,1,0,1,0
6435,第227條第3項,b5dc75d0a0,"因兩情相悅而與甲女
    為性交行為，致鑄成錯誤，事後並已與甲女結婚共組家庭，
    可見被告犯後尚具悔意；",1,0,0,0,0,1,0,0
6436,第227條第3項,b5dc75d0a0,"茲審酌被告明知甲女年紀尚幼，對性
    行為之智識及決斷能力均未臻成熟，竟不知自我克制而對甲
    女為性交行為，足認其法紀觀念淡薄，所為足以影響甲女身
    心正常發展，並致使甲女因此懷孕而對其人生產生重大影響
    ，行為誠屬不該",0,1,0,0,0,0,0,1
6437,第227條第3項,b5dc75d0a0,惟衡酌被告與甲女於案發之時係男女朋友,0,0,0,0,1,0,1,0
6438,第227條第3項,b71d344d7c,"兼衡
    其自述為高職畢業之智識程度、業工、未婚、無子之生活狀
    況（見本院卷第24頁）",0,0,0,0,1,0,1,0
6439,第227條第3項,b71d344d7c,犯後坦承犯行等一切情狀,1,0,0,0,0,1,0,0
6440,第227條第3項,b71d344d7c,"爰以被告之責任為基礎，並審酌其為逞一己性慾，可預見Ａ
    女係14歲以上未滿16歲之少女，竟利用Ａ女涉世未深，對性
    行為尚未有健全之認知而對之為性交行為，影響Ａ女身心健
    全成長",0,1,0,0,0,0,0,1
6441,第227條第3項,b71d344d7c,，並考量其迄未與告訴人成立調解、賠償損害,0,0,1,0,0,0,0,1
6442,第227條第3項,ba6b9b8885,"惟其
    事後始終坦白認罪，態度尚可等情狀，量處如主文所示之刑
    。",1,0,0,0,0,1,0,0
6443,第227條第3項,ba6b9b8885,"爰審酌被告因逞一己之私慾，明知被害人Ｂ女未滿16歲
    ，係屬身心未臻成熟之少女，對於男女之事尚屬懵懂階段，
    竟對之為性交行為，足見被告法紀觀念淡薄，雖未違背Ｂ女
    之意思，仍影響Ｂ女身心之正常發展，所為實屬不該",0,1,0,0,0,0,0,1
6444,第227條第3項,ba6b9b8885,"末查，被告前未曾因故意犯罪受有期徒刑以上刑之宣告，
    有臺灣高等法院被告前案紀錄表1 份可按，素行頗端",0,0,0,1,0,1,0,0
6445,第227條第3項,bb0656580e,"再兼衡其犯罪之動機、目的、手段、情節，及其智識程度
    、家庭經濟狀等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
6446,第227條第3項,bb0656580e,"並考量
    其就本案陳述之情形，及終能坦承犯行之犯後態度",1,0,0,0,0,1,0,0
6447,第227條第3項,bb0656580e,"本院審酌被告主觀上已認知A 女可能係14歲以上未滿16歲之
    女子，身心、思慮均尚在發育中，對於性智識及自主能力均
    未臻成熟，竟仍與A 女為性交行為，所為實屬不該",0,1,0,0,0,0,0,1
6448,第227條第3項,bb0656580e,"復斟酌
    其業已與告訴人A 女、A 女母親達成和解，且迄均按和解內
    容之進度履行等情，業經本院與A 女之代理人確認無訛，有
    本院和解筆錄、ATM 交易明細及本院辦理刑事案件電話查詢
    紀錄表附卷可查",0,0,1,0,0,1,0,0
6449,第227條第3項,bb68ab74da,"兼衡酌被告自述之教育程
    度及家庭經濟狀況（見本院卷第73頁）、A女之母意見（見
    本院卷第75頁）等一切情狀，量處如主文所示之刑，以示懲
    儆。",0,0,0,0,1,0,1,0
6450,第227條第3項,bb68ab74da,犯後亦均坦承犯行，態度良好，,1,0,0,0,0,1,0,0
6451,第227條第3項,bb68ab74da,"爰以行為人之責任為基礎，審酌被告於案發時為年滿20歲之
    成年人，應知悉對於未滿16歲之未成年人為性行為，對其身
    心發展影響甚大，被告猶罔顧A女尚屬身心發育及性觀念發
    展未臻成熟之少女，對之為性交行為，實不可取",0,1,0,0,0,0,0,1
6452,第227條第3項,bb68ab74da,"惟被告並
    無前科，",0,0,0,1,0,1,0,0
6453,第227條第3項,be46f3a2f8,"並斟酌被告為高職
    肄業之智識程度（見卷附個人戶籍資料查詢結果）、勉持之
    經濟狀況（見警卷受詢問人年籍資料欄）等一切情狀，就其
    所犯量處如主文所示之刑，以資懲儆。",0,0,0,0,1,0,1,0
6454,第227條第3項,be46f3a2f8,另考量被告終能坦承犯行之犯後態度，,1,0,0,0,0,1,0,0
6455,第227條第3項,be46f3a2f8,"爰審酌被告對身心未臻成
    熟之被害人Ａ女為性交行為，並使被害人Ａ女因此生有一子
    ，已影響被害人Ａ女之身心健康與人格發展，所為誠屬不應
    該；",0,1,0,0,0,0,0,1
6456,第227條第3項,be46f3a2f8,"及被害人Ａ女及
    其母Ｃ女均表示不追究被告責任之情形，",0,0,1,0,0,1,0,0
6457,第227條第3項,bfb78c9e36,"且被告行為時年僅17歲，
      正值青春期，對性充滿幻想，因無法克制對於性之好奇及
      衝動，而為本件犯行，考量其年輕識淺，智慮不周，及法
      律常識貧乏、是非道德觀念不足、缺乏適時之教導",0,0,0,0,1,1,0,0
6458,第227條第3項,bfb78c9e36,"及被告犯罪之手段
      、生活狀況等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
6459,第227條第3項,bfb78c9e36,"且犯
      後坦承犯行，無飾詞隱瞞，態度良好，",1,0,0,0,0,1,0,0
6460,第227條第3項,bfb78c9e36,"本院審酌被告並無前科紀錄、素行良好，有台灣高等法院
      少年前案紀錄表1 份在卷可稽",0,0,0,1,0,1,0,0
6461,第227條第3項,c01ce82866,"犯後坦
    承犯行，",1,0,0,0,0,1,0,0
6462,第227條第3項,c01ce82866,"明知甲女為14歲以上未滿16歲之女子，為滿
    足個人性慾與甲女為性交行為，雖被告對甲女為性交行為時
    ，2 人係男女朋友關係而經甲女同意，然甲女思慮未臻成熟
    ，對於甲女之身心健康與人格發展仍有不良影響",0,1,0,0,0,0,0,1
6463,第227條第3項,c1cbba437b,"而係不知如何尊重他人和適當的情感表達，始一
    再對未滿16歲之女子為性交行為，其兩性情慾的觀念顯有偏
    差；",0,0,0,0,1,0,0,1
6464,第227條第3項,c1cbba437b,"再斟酌被告自陳其未婚、無子、雙親離婚、與
    父親同住、與母親未有聯繫之家庭環境、入監前從事粗工、
    月收入約新臺幣3萬多元之經濟狀況、高職肄業之教育程度
    （見本院卷第83頁至第84頁）等一切情狀，量處如主文所示
    之刑，以示儆懲。",0,0,0,0,1,0,1,0
6465,第227條第3項,c1cbba437b,"可徵被告顯非一時思慮不週致
    鑄成錯",0,0,0,0,1,0,0,1
6466,第227條第3項,c1cbba437b,"爰審酌被告明知告訴人係14歲以上未滿16歲之女子，發育及
    思慮未臻成熟，竟未能克制情慾，與告訴人為性交行為1次
    ，並使告訴人受孕，雖未違背告訴人之意願，仍對於告訴人
    之身心健康與人格發展有顯著不良影響，自應予以非難",0,1,0,0,0,0,0,1
6467,第227條第3項,c1fa872d22,"兼衡其素行、其自陳與
    父母、弟、妹同住，現從事工地臨時工之生活狀況及被害人
    甲女及其父母均未對被告提起告訴，對被告之刑度均表示無
    意見（見本院卷第146頁反面）等一切情狀，量處如主文所
    示之刑。",0,0,0,0,1,0,1,0
6468,第227條第3項,c1fa872d22,"念被告年紀尚
    輕，犯後始終坦承犯行，態度良好；",1,0,0,0,0,1,0,0
6469,第227條第3項,c1fa872d22,"爰審酌被告與年幼之被害人甲女發生性行為，影響被害人甲
    女之身心健康與人格發展，行為並不可取；",0,1,0,0,0,0,0,1
6470,第227條第3項,c38254ff6d,"被告自陳專科畢業，家庭經濟狀況勉持（
    詳警詢筆錄之受詢問人欄）等一切情狀，量處如主文所示之
    刑。",0,0,0,0,1,0,1,0
6471,第227條第3項,c38254ff6d,惟念及被告犯後坦承犯行,1,0,0,0,0,1,0,0
6472,第227條第3項,c38254ff6d,"爰審酌被告明知甲女
    心智發育尚未完全健全，性觀念不成熟，竟仍與甲女發生性
    交行為，影響甲女之身心健康與人格發展，行為實有可議",0,1,0,0,0,0,0,1
6473,第227條第3項,c38254ff6d,"並參以被告行為當時，與甲女係
    男女朋友關係，",0,0,0,0,1,1,0,0
6474,第227條第3項,c3a0f53fc0,又其行為時年僅19歲,0,0,0,0,1,1,0,0
6475,第227條第3項,c3a0f53fc0,"兼衡
    其犯罪之動機、目的、手段、犯罪所生之損害、素行、生活
    狀況及智識程度等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
6476,第227條第3項,c3a0f53fc0,"惟念及被告
    犯後坦承犯行，",1,0,0,0,0,1,0,0
6477,第227條第3項,c3a0f53fc0,"爰以行為人之責任為基礎，審酌被告
    明知A 女於行為時，為14歲以上未滿16歲之女子，心智發育
    均未臻健全，A 女對於性行為缺乏完全自主判斷能力，被告
    竟未克制情慾，而與A 女發生性交行為，益見被告法紀觀念
    淡薄，並影響A 女身心之正常發展，所為非是",0,1,0,0,0,0,0,1
6478,第227條第3項,c3a0f53fc0,"且已與告訴人達成調解，並依約履行中，更
    獲取告訴人A 女之母之原諒，此有調解筆錄、本院辦理刑事
    案件電話查詢紀錄表在卷可按",0,0,1,0,0,1,0,0
6479,第227條第3項,c3fb34fbe0,"審酌被告於行為時為剛滿18歲
      之成年人",0,0,0,0,1,0,1,0
6480,第227條第3項,c3fb34fbe0,"及被告犯罪動機、目的、手段、自述目前擔任搬運工，
      日薪約2000元等一切情狀，量處如主文所示之刑，以示懲
      儆。",0,0,0,0,1,0,1,0
6481,第227條第3項,c3fb34fbe0,惟念其犯後已坦認犯行，,1,0,0,0,0,1,0,0
6482,第227條第3項,c3fb34fbe0,"明知告訴人係14歲以上未滿16歲之女子，對於
      性行為方面之智識及自主能力均未臻成熟，竟一時無法克
      制己身性慾，而以陰莖插入告訴人陰道之方式為1次之性
      交行為，影響其將來身心正常發展可謂重大，所為實屬不
      該。",0,1,0,0,0,0,0,1
6483,第227條第3項,c3fb34fbe0,並斟酌告訴人A女之父意見,0,0,1,0,0,0,1,0
6484,第227條第3項,c42a309b5f,"犯後業已坦承犯行，深
    具悔意，",1,0,0,0,0,1,0,0
6485,第227條第3項,c42a309b5f,"查被告前未曾因故意犯罪受有期徒刑以上刑之宣告，此有臺
    灣高等法院被告前案紀錄表、臺灣臺中地方法院檢察署刑案
    資料查註紀錄表各1份在卷可按，",0,0,0,1,0,1,0,0
6486,第227條第3項,c42a309b5f,"並由甲○之父代理甲○與被告成立調解，有本院調
    解結果報告書1份在卷可按",0,0,1,0,0,1,0,0
6487,第227條第3項,c60ceeddb5,"兼衡被告為國中畢業之智識程度
      、父親已逝、母親改嫁、獨自1 人租屋生活、從事打零工
      維生、日薪約新臺幣（下同）1500元，月收入約2 萬元等
      家庭及生活狀況等一切情狀",0,0,0,0,1,0,1,0
6488,第227條第3項,c60ceeddb5,"被告犯罪之動機
      、手段、情節、目的、犯後坦承犯行",0,0,0,0,1,0,1,0
6489,第227條第3項,c60ceeddb5,"陳宗緣明知告訴人甲女於案發當時係14歲以上
      未滿16歲之人，正處年少，對於男女情慾之事尚屬懵懂，
      就其性自主權之認知未趨成熟，仍對告訴人甲女為性交之
      行為，影響告訴人甲女身心之正常發展",0,1,0,0,0,0,0,1
6490,第227條第3項,c60ceeddb5,"然並未與告訴人甲
      女達成和解及賠償損害",0,0,1,0,0,0,0,1
6491,第227條第3項,c618f66708,"又其行為時年僅18歲
    ，兼衡其犯罪之動機、目的、手段、犯罪所生之損害、素行
    、生活狀況及智識程度等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
6492,第227條第3項,c618f66708,惟念及被告犯後坦承犯行，,1,0,0,0,0,1,0,0
6493,第227條第3項,c618f66708,"爰審酌被告明知A 女於行為時，為14
    歲以上未滿16歲之女子，心智發育均未臻健全，A 女對於性
    行為缺乏完全自主判斷能力，被告竟未克制情慾，而與A 女
    發生性交行為，益見被告法紀觀念淡薄，並影響A 女身心之
    正常發展，所為非是",0,1,0,0,0,0,0,1
6494,第227條第3項,c618f66708,"且已與告
    訴人等達成和解，並賠償完畢，更獲取告訴人A 女及A 女之
    父之原諒，此有和解契約書在卷可按，",0,0,1,0,0,1,0,0
6495,第227條第3項,c63c130ecb,"斟酌其犯罪之
    動機、目的、手段，智識程度、經濟狀況，",0,0,0,0,1,0,1,0
6496,第227條第3項,c63c130ecb,"但念及被告始終坦承犯罪，深知自己所為非
    是",1,0,0,0,0,1,0,0
6497,第227條第3項,c63c130ecb,"甫經交友軟體結識甲女，且明知甲女為14歲
    以上未滿16歲之人，尚屬身心發育及性觀念發展未臻成熟之
    少女，即旋邀約甲女外出且將其帶至家中，未能克制己身情
    慾衝動，而對甲女為性交行為，足以影響渠人格發展及心靈
    健全至為深遠",0,1,0,0,0,0,0,1
6498,第227條第3項,c63c130ecb,且當時被告與甲女為男女朋友之情狀，,0,0,0,0,1,1,0,0
6499,第227條第3項,c63c130ecb,"爰審酌被告甫因違反兒童及少年性
    剝削防制條例案件經臺灣桃園地方檢察署檢察官以107年度
    偵字第18802號為緩起訴處分確定，於緩起訴期間再犯本案
    ，其素行非佳，",0,0,0,1,0,0,0,1
6500,第227條第3項,c63c130ecb,"迄今未能與被害
    人達成和解等一切情狀，量處如主文所示之刑。",0,0,1,0,0,0,0,1
6501,第227條第3項,c67b283506,"暨被告自陳係國中肄業學歷，工作是在工地打雜、學習駕駛
    挖土機，未婚，有祖父、父親，未婚之智識、家庭生活狀況
    等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
6502,第227條第3項,c67b283506,並斟酌被告犯後坦承犯行，尚知悔悟,1,0,0,0,0,1,0,0
6503,第227條第3項,c67b283506,"爰審酌被告未思及被害人甲女係14歲以上未滿16歲之女子，
    性自主及判斷能力均尚未成熟，為滿足自己性慾，仍於上開
    時、地，與被害人甲女為性交，影響甲女之身心健康與人格發
    展，所為實該非難",0,1,0,0,0,0,0,1
6504,第227條第3項,c768a6a44f,"犯罪之動機、目的、手段，及其自述國中畢業之智識
      程度、現待業中（已在接洽工作）、經濟狀況普通、未婚
      、無小孩、現與母親及胞弟同住之家庭生活狀況（見本院
      侵訴卷第３９頁）等一切情狀，量處如主文所示之刑，以
      示懲儆。",0,0,0,0,1,0,1,0
6505,第227條第3項,c768a6a44f,犯後業已坦承犯行,1,0,0,0,0,1,0,0
6506,第227條第3項,c768a6a44f,犯後態度尚屬良好,1,0,0,0,0,1,0,0
6507,第227條第3項,c768a6a44f,"明知Ａ女於案發當時係１４歲以
      上未滿１６歲之女子，對於性行為之理解及自主能力均未
      臻成熟，竟於交往期間因無法克制己身情慾即對Ａ女為性
      交行為，影響Ａ女身心及人格健全發展，所為殊屬不該；",0,1,0,0,0,0,0,1
6508,第227條第3項,c768a6a44f,"前未有任何
      犯罪科刑紀錄，素行良好，有臺灣高等法院被告前案紀錄
      表１紙存卷可參；",0,0,0,1,0,1,0,0
6509,第227條第3項,c768a6a44f,"復已於本院審理中與告訴人Ｂ
      男達成調解，有本院民事庭調解筆錄影本１份在卷可考（
      見本院侵訴卷第４３至４５頁）",0,0,1,0,0,1,0,0
6510,第227條第3項,c7b161d772,"考量被告係因年輕氣盛，一時衝動下為此犯行，現與A女
    亦未再聯繫",0,0,0,0,1,1,0,0
6511,第227條第3項,c7b161d772,"並
    考量被告現大學休學中之教育情形、自陳自己打工賺取學費
    及生活費之經濟狀況，",0,0,0,0,1,0,1,0
6512,第227條第3項,c7b161d772,"犯後均坦承犯行，態度良好等一切情
    狀，爰量處如主文所示之刑。",1,0,0,0,0,1,0,0
6513,第227條第3項,c7b161d772,，犯後坦承犯行，應認有悔意，,1,0,0,0,0,1,0,0
6514,第227條第3項,c7b161d772,"爰審酌被告年輕氣盛，因與A 女交往發展男女
    關係，一時難以控制情慾而為本件犯行，然被告與年幼少女
    為性交行為，對成長中少女之身心仍將造成傷害，所為確屬
    不當",0,1,0,0,0,0,0,1
6515,第227條第3項,c7b161d772,"惟念及被告係因與A女間之感情基礎而發生性關係之
    動機致觸本罪，且係與A女合意而為之犯罪手段、方法",0,1,0,0,0,1,0,0
6516,第227條第3項,c7b161d772,"末查被告前未曾因故意犯罪受
    有期徒刑以上刑之宣告，此有臺灣高等法院被告前案紀錄表
    1份在卷可按，素行良好",0,0,0,1,0,1,0,0
6517,第227條第3項,c7b161d772,"且
    與告訴人A女母親達成和解，亦有本院調解筆錄1份在卷可佐",0,0,1,0,0,1,0,0
6518,第227條第3項,c7b161d772,"告訴人A女亦稱：不要提告，對本案沒有意見
    等語（見偵卷第12頁、本院卷第43頁），本院信被告經此偵
    、審程序及前開刑之宣告後，應能知所警惕，無再犯之虞，
    本院認暫不執行其刑為當，",0,0,1,0,0,1,0,0
6519,第227條第3項,c88737086a,事後始終坦認犯行，態度尚可等情狀,1,0,0,0,0,1,0,0
6520,第227條第3項,c88737086a,"爰審酌
    被告因逞一己之私慾，明知告訴人A 女未滿16歲，係屬身心
    未臻成熟之少女，對於男女之事尚屬懵懂階段，竟對其性交
    ，足見被告法紀觀念淡薄，雖未違背告訴人之意，仍影響其
    身心之正常發展，所為實屬不該",0,1,0,0,0,0,0,1
6521,第227條第3項,c88737086a,"，惟念及被告與其原係男女
    朋友",0,0,0,0,1,0,1,0
6522,第227條第3項,ca8cdd579d,又慮及其年輕識淺，,0,0,0,0,1,1,0,0
6523,第227條第3項,ca8cdd579d,"及被告前無犯罪前科之素
    行、犯罪之動機、手段、所生危害；自述具高職肄業學歷之
    教育程度，現從事劇團工作，每月收入新臺幣2至3萬元之生
    活狀況等一切情狀，量處如主文所示之刑。",0,0,0,0,1,0,1,0
6524,第227條第3項,ca8cdd579d,"犯後坦承犯行，態度尚
    可，",1,0,0,0,0,1,0,0
6525,第227條第3項,ca8cdd579d,"爰審酌被告明知其與被害人代號0000-000000 為性交行為時
    ，被害人為14歲以上未滿16歲之女子，身心均未發展完全，
    竟仍於得被害人同意後，與被害人為性交行為，影響被害人
    身心發展之健全，且未採取任何避孕措施，致被害人懷孕產
    子，實有不該",0,1,0,0,0,0,0,1
6526,第227條第3項,ca8cdd579d,"然其縱因經濟能力不佳，迄今未能與被害人及其母親（
    即告訴人代號0000-000000A）達成和解，亦未積極展現願意
    籌劃賠償事宜或分擔子女之撫養費用之態度及誠意，被告所
    為自應受有相當程度之刑事非難",0,0,1,0,0,0,0,1
6527,第227條第3項,cb061ad516,"爰以被告之責
    任為基礎，並審酌其於本院審理時自陳未婚、與母親、姊姊
    及哥哥同住、從事土木工、每月收入約新臺幣2 至3 萬元之
    生活狀況、高中畢業之智識程度（見本院卷第35頁）",0,0,0,0,1,0,1,0
6528,第227條第3項,cb061ad516,被告於本院審理時坦承犯行，,1,0,0,0,0,1,0,0
6529,第227條第3項,cb061ad516,"此前
    未曾有任何犯罪科刑紀錄之素行狀況（見卷附臺灣高等法院
    被告前案紀錄表）；",0,0,0,1,0,1,0,0
6530,第227條第3項,cb061ad516,"並已與被
    害人及告訴人達成和解之犯罪後態度等一切情狀",0,0,1,0,0,1,0,0
6531,第227條第3項,cb58793194,"暨被告為高職畢
      業之智識程度、已婚、育有4 名未成年子女、尚須照顧身
      心障礙之配偶及受傷之父親、為低收入戶、目前從事臨時
      工工作之生活狀況等一切情狀，量處如主文所示之刑，以
      資懲儆。",0,0,0,0,1,0,1,0
6532,第227條第3項,cb58793194,"惟念
      及其犯後已坦承犯行，",1,0,0,0,0,1,0,0
6533,第227條第3項,cb58793194,"明知A
      女可能尚未滿16歲，年少智慮未深，並無完足之性自主能
      力，仍未能克制己身情慾衝動，竟與A 女為性交，對A 女
      之身心健全、人格發展已造成不良影響，誠屬不該",0,1,0,0,0,0,0,1
6534,第227條第3項,cb58793194," A 女之法定代理人因而請求從重量刑等情（見本院卷108
      年11月11日準備程序筆錄第2 頁、同日審判筆錄第5 頁）
      ，此有本院卷附之調解紀錄表1 紙可佐",0,1,0,0,0,0,0,1
6535,第227條第3項,cb58793194,爰審酌被告與A 女原係透過通訊軟體認識之網友，,0,0,0,0,1,0,1,0
